PC1,spam
-856756.4759855748,1
-856472.1766437141,0
-811623.1335879711,1
-856756.7525645802,1
-856755.9986655519,1
1872694.9677796718,0
-842559.1990520535,0
-849958.8717762084,0
-856756.0205349232,1
838367.9064215975,1
-856756.1436398309,1
-856756.0287294863,1
4841219.329180446,1
-833561.1336093758,0
392609.76200770924,1
-856756.8545449806,1
-842164.9196481127,0
-856756.677493219,1
-856749.4080218637,0
-834545.2057495392,1
716515.981772893,0
-394799.0934305918,1
-856756.4743772331,0
-833901.8792275642,0
4850414.328814568,1
-856756.8700065037,1
-423684.46963348705,1
-698129.3416221396,0
-856756.4176876069,1
-856756.320919315,0
-856583.5903848951,0
-856756.0062850732,1
-856756.2656550071,1
-856756.6933048975,1
-855989.6761556595,0
-842403.9207700803,0
-856757.1141097968,1
-848631.2399582274,0
-856757.1150083588,0
-856756.045668972,1
-856756.9598123021,1
-856757.0683506366,0
-856757.1141389363,1
7582139.8328149505,0
-856756.0220577692,1
-730552.851749954,0
-856756.2558154636,1
-856374.1869951499,1
4972058.326396867,1
-856756.3850772534,1
-856756.1044184037,1
-856150.1886723448,0
8270884.888492376,0
4850414.328896885,1
3951512.6141133555,0
-856756.0007559204,1
454626.958994876,0
-856756.0845001367,1
-852391.4021926834,1
-856756.9078977389,1
-540797.7584688393,1
4959860.326531998,1
3374421.945455029,0
-856756.09632697,1
-856757.1151183239,0
-855180.2264363307,0
-856757.1150081193,0
-856755.9981609521,1
414393.7108576164,0
-368910.0181366973,0
-856756.0400052028,1
-830026.8116892979,0
-854437.0865028966,0
235620.7838772264,0
-856757.2234008162,1
64640.989981307066,1
-856757.1142906601,0
-854138.3511088118,0
70349.98772262537,0
-856756.0516111533,1
-856755.9981066084,1
2539302.949382042,1
-856756.098760594,1
6829726.535225104,0
-856757.1610827897,0
-856757.1142295401,1
-612529.1341187597,0
-856756.6578020148,1
114316.84092564904,0
-825653.3274432827,0
2831521.5865267264,0
-852117.2605897717,1
-856756.0179814803,1
-800559.1490718656,1
572378.9838072177,1
-319062.8119508667,0
-856755.998253625,1
-854154.3672681783,0
-754957.1227287503,0
7034662.8513721,0
1216095.457348267,0
-856756.8956148322,1
-856755.997971546,1
1191578.8600529619,0
-807812.327710102,0
-507787.25118537224,0
4850414.328908673,1
-856757.1142510903,1
-856756.6265542649,0
-856756.0384607415,1
-349965.69701100973,0
-837889.8158487191,0
-856756.1589556494,1
-856756.045639734,0
-856756.854522694,1
2820997.5807233937,0
625511.1356892193,0
358696.9864507007,0
9819170.0681854,1
-856756.0907148016,1
4152113.9071571534,1
-4280.010008858284,0
-856756.5256065199,1
160312.30578595446,0
2097913.7742108284,1
7559987.203271743,0
-856468.176942677,0
-856756.8553946941,1
-856756.8989583012,1
3242144.9507803465,0
-856756.822374699,0
-69344.05238749913,0
-856756.460978637,1
3422808.8132913555,0
-856756.0114604029,1
-439890.2935183283,0
-856148.7445367295,0
-730693.8515342276,0
5749393.721302049,0
-148431.92069112777,0
-761806.6471829287,0
571645.9677862363,1
-856756.3897876651,1
-856756.4713037953,1
-829186.3911094491,0
-613951.3647667173,0
-856756.3898120093,1
-759417.7083224102,0
-856624.2375980266,0
-853251.9981827326,1
-828308.9258414982,0
-848786.3930996112,0
-856756.0412742246,1
-855215.9990998908,0
-856756.4071535034,1
-856541.2453084353,0
-856756.7527506955,1
-856757.1141468139,1
-856756.4714711361,1
-847004.3467339837,0
-856122.2768005418,0
-848215.576469147,0
-751532.869187029,0
1510490.371514625,0
-856756.8547250638,1
-856757.1141078087,1
-856745.113984314,0
-856756.8681678596,1
1724116.7123027886,1
-852117.2606433154,1
-856681.877958875,1
-856756.5419216605,1
-809972.4245222029,0
-856757.1522332869,0
-828351.9257094956,0
-856745.1147379174,0
-856707.8465005634,0
-856756.8557407117,1
-856756.8545372383,1
-856756.0159478328,1
-852087.2612514318,1
379770.86998153443,0
4959860.326577086,1
-650181.0283238188,0
-856756.822663886,0
-834545.2057455303,1
-800773.904976095,0
-844393.2533512934,0
-856756.8881274777,0
-856756.3573754085,1
-364903.07916318433,1
-788495.9988190498,1
1625619.633074666,0
-224755.38759941654,1
-856756.8546871236,1
-855349.738762373,0
9413172.784907896,1
-805465.401491248,1
-856472.1762679295,0
-856756.8230475147,0
-856756.3899500119,1
1153772.0990406265,0
-856756.0092449419,0
-856757.1147597949,0
-856755.9985904052,0
1749158.8529668301,0
1644213.169943647,0
-856756.84550517,1
-856756.593971637,0
-856756.8441535346,1
2976307.9457908077,0
-856756.8545432427,1
-848949.8524918908,0
-856756.8700515918,1
-856075.0546667596,0
-224005.38773276983,1
-678723.0008852778,0
-856756.0153225583,1
-697550.6922931932,0
-482382.191886,0
-842472.9228001508,0
-856756.855503848,1
244698.98679851892,0
-434995.4951416517,1
-773860.1478839507,0
-856755.9980993902,0
1934944.5548310261,0
-856757.2233234737,1
119905.37598156056,0
-743309.1173406227,0
-856756.0047013407,1
-856755.9978760183,1
1382804.9737481368,0
-838793.1080905951,1
-856756.2904362113,1
-856755.9983589188,1
-379622.2614943276,1
-794650.6909417498,0
-856715.9200041775,0
-856755.9985173733,1
-856756.8555109161,1
-852334.1235448994,0
-856756.1867597672,1
-856757.1142321599,1
-856756.0221748081,1
-856756.5197664092,1
-856756.8545530773,1
-639493.3129836662,0
-740819.2390541201,0
1722786.882675182,0
-856756.0196538391,1
-669677.9127897096,1
2097913.7742088162,1
-856756.9085201102,1
4850414.32889275,1
2656878.6597434343,0
-856756.0118529521,1
3088858.804402111,0
-596027.2584910366,0
-856756.0227020044,1
-856756.4323810356,1
-856756.1302225357,1
-856756.0433405997,1
-856756.3563664032,1
-856756.6390770569,1
-855641.9129669163,0
-856756.0046251164,1
5227711.915051493,0
-811190.0077461153,0
-856756.5131368055,1
-272561.01644924574,0
-856756.290464469,1
-856756.1050459038,1
-856756.036928592,1
-856756.0088294945,1
133068.88676633628,1
-314571.01036831515,0
4850414.328919984,1
-856756.0160180677,1
-138571.19780196983,0
-854683.1681795553,0
-834985.1735326602,0
-856756.0114475082,1
-547374.324767841,1
-856745.115156035,0
6239968.730723552,0
-856756.0108088303,1
656044.98320634,0
-852514.9364431549,0
-795994.251881659,1
-856757.1467474342,0
-856756.8510880194,1
-856756.011439616,1
4959860.32655398,1
-856756.3898688093,1
-856756.1340349466,1
3783803.17141611,0
-854463.0829708996,0
-838793.1085245677,1
-845250.122298954,0
-856755.9985694814,1
-848767.4142581846,0
-856756.7382282652,1
-856756.2488907834,1
-722965.247774288,1
-856756.236417184,1
4959860.326529995,1
-573797.281331012,0
-847346.8658002662,0
-584407.6507547188,0
470282.0689105644,0
-856756.8546644896,1
-856756.0227579771,1
-851054.347754553,0
-856757.1141651293,1
-781371.318026522,0
-852391.4023914926,1
4850414.328920096,1
-856749.407918145,0
-591193.0985559373,0
-856756.0202829716,1
-856756.0052444257,1
-856757.1151154747,0
-856756.0959759138,1
-856757.1970602687,1
-733359.6586976907,0
-855986.4720676569,0
-856756.0345578741,1
-390121.29676553933,0
1959754.7795883953,0
-856756.0372998522,1
-856757.1143411555,1
-856644.9136857582,0
-720440.8784343895,0
-856756.8557216508,1
-856756.8688460954,1
-823667.8227198435,0
-856757.1141219555,1
7812243.410810312,0
-856756.4210671852,0
-856757.1143932003,0
-851353.5072391767,1
-856756.8544496658,1
-856756.356350455,1
-856755.9987457738,0
-842088.8338106788,0
-856756.7081849144,1
-856755.9992200918,1
7830275.79626701,1
-512772.71815180895,0
-856756.8545145732,1
-844196.9986662501,0
-854567.1516800555,0
-856757.0392747631,0
-829522.2642996922,0
2155667.0455626203,0
317651.08067233756,0
105684.67626139766,0
3409240.818107722,0
-856157.188337122,0
3569256.101940721,0
-127127.32757912623,0
-789273.4072757092,0
6341893.056757878,1
-856745.1159368764,0
-843996.2539743383,0
-856756.8541264498,1
-856756.3148071613,1
-854626.174245338,0
-856757.1143390163,1
-835968.1686111962,0
-856756.4072590051,1
-856756.8558079038,1
-752836.3964314228,0
2453442.6722615673,0
4850414.32891607,1
-856756.0120364906,1
-856745.1155167208,0
-601589.9704552791,0
-856756.6799985103,0
-856756.3358235938,1
5661016.063495534,1
-814430.4122120624,0
-856755.9984222087,1
4850414.328918258,1
-832488.4580838834,0
-856756.1057216491,1
787435.8428399457,0
-856757.2264338075,0
5072160.114017389,0
-856756.0213123822,1
-783643.4161358604,0
-856756.3602465654,1
-856756.0658292412,0
-853837.2269636858,0
-856756.6901552187,1
-856441.3965183522,0
-856745.1175079035,0
-856068.0542777333,0
-852087.2605908926,1
-360379.30940603535,0
-176334.21714188962,0
-856419.9509945533,0
-854565.1518351836,0
-856725.1799427341,1
-366561.7455873232,0
-856756.0144342033,1
-856756.8542976216,1
4850414.328890635,1
-444691.0036892418,0
-856756.235447267,0
-856756.1270300044,1
4841219.329157682,1
3938135.2581050354,0
-856620.829750581,0
129010.45860446128,0
-851307.320113789,0
-251443.2364189165,0
-856756.3190543018,1
-807053.8546947639,0
-856756.1607208438,1
-846003.9092593718,0
226219.84912236582,1
-856381.2662853297,1
-856756.0273047192,1
-853232.9986349125,1
-674095.0006660873,0
1279414.29148479,0
-14345.274247270892,1
4850414.328791587,1
-856756.3486873817,1
-856755.9985624806,1
-856756.2963052285,1
-856756.7660644758,1
-856756.3899014905,1
4972058.3262642035,1
-856725.1800933244,1
280060.26125475287,0
4850414.328914064,1
-856756.0226306233,1
-856756.0265762728,1
-856757.1153949485,1
3006171.3554868763,0
-386037.3694280546,0
-834308.538682504,0
-297887.2638731245,0
-856756.0158511136,1
-856756.5870600854,1
-838146.8696253018,0
-819341.0023621349,0
-434995.49515529466,1
-452769.41158564825,0
-856756.313019404,1
4850414.328888629,1
-842336.9212528642,0
-837002.8733460017,1
-856756.3544377914,1
-856757.2231824085,1
-856756.698923043,1
-856756.8558597151,1
-838494.1079814023,1
-819351.4802654501,1
-856757.1141455885,1
-856756.9204623475,1
-856756.3893702411,1
-342326.48580938694,1
-639906.5863823186,0
-808860.9990633483,1
8244485.374190174,1
-856756.1550255007,1
1353533.626707131,0
-856756.4044427627,1
-856184.3558431782,0
-856052.9980150217,0
-800126.506707732,0
-856755.9980988048,1
-834545.2057495392,1
-841712.2017956623,0
-856756.080769523,1
-379820.9398480964,0
4475424.6054625,0
-856756.7121838471,1
-839187.3230831025,0
-852391.4020468377,1
-856755.9982825316,0
-856756.6988704331,1
1501249.607828035,1
-856757.1468348202,0
-762286.0256826815,0
-642666.852052196,0
-856756.3571778475,1
-855670.1783366681,1
4850414.329062484,1
-856756.4691470746,1
4850414.329068681,1
-838652.1088117638,1
-507839.7460538506,0
-856756.2688931047,1
-856657.6248500622,0
-856756.539351493,1
-856754.8571036042,0
-856757.1140811923,1
-856756.0003233596,1
-26942.551337246434,0
-856756.006615509,1
-598455.0160049949,0
-856756.0965883571,1
8356339.887427568,1
-856756.5219010907,1
4959860.326533995,1
-834545.2057512582,1
-856756.5129670551,1
-856757.1141348723,1
-854945.512184403,0
-291652.2020533113,0
-834439.2056180637,1
-852442.4510850079,0
-760225.1233716895,0
-856732.0134404318,1
7380950.180006087,1
-856756.757831187,1
-856757.1620035946,1
1871972.9552282663,0
237017.93520392373,0
-856756.4293777307,1
1512057.9191825795,0
-856757.0707082234,1
-368170.7979048229,0
-856755.9985681623,1
-856756.3701041979,1
-623083.3640284501,0
-718834.3228787417,0
-856755.998482809,1
-856755.9978138551,1
-856756.0233499038,1
-856756.0491571759,1
-856756.0316305812,1
-853003.3000792986,0
4850414.328917981,1
-780497.2401232703,0
-856756.4595401322,1
-423195.4698004487,1
-514808.3076451549,1
-851413.139919836,0
-783833.0675404132,0
-556079.0021334512,0
211253.58517088962,0
-852391.4024172232,1
-855870.8590701461,1
2619916.932348428,1
-82339.42432023073,0
277678.37363071705,0
-795098.9993540571,1
-856756.0518837081,1
86661.89483368222,1
-855631.4230952243,0
-856068.0540833788,0
-856755.9981363495,0
-852600.9249805456,0
-856575.949019529,0
-856745.1139519692,0
